"token_data","proto_data","gloss_data","uid_data"
"daqih","PWMP","forehead; face ","6465"
"daqiS","PAN","forehead; face ","6464"
"daqit-en","PPH","to sew ","12062"
"daqu","PMP","a tree: Dracontomelum edule ","2198"
"daqu","PWMP","a tree: Dracontomelum edule ","2198"
"daqu","PCEMP","a tree: Dracontomelum edule ","2198"
"daqu","PCMP","a tree: Dracontomelum edule ","2198"
"daqu","PAN","soapberry: Sapindus mukrossi, S. saponaria ","6568"
"daRa","PAN","Formosan maple: Liquidambar formosana ","6569"
"daRa","PMP","maiden, virgin, unmarried girl ","8083"
"daRa","PWMP","maiden, virgin, unmarried girl ","8083"
"daRa","PCEMP","maiden, virgin, unmarried girl ","8083"
"daRa","PCMP","maiden, virgin, unmarried girl ","8083"
"daRa-daRaq","PMP","bloody ","7209"
"daRa-daRaq","PWMP","bloody ","7209"
"daRa-daRaq","PCEMP","bloody ","7209"
"daRa-daRaq","PCMP","bloody ","7209"
"daRaq","PAN","blood; to bleed; menstruate ","7205"
"daRaq","PMP","blood; to bleed; menstruate ","7205"
"daRaq","PWMP","blood; to bleed; menstruate ","7205"
"daRaq","PCEMP","blood; to bleed; menstruate ","7205"
"daRaq","PCMP","blood; to bleed; menstruate ","7205"
"daRaq","PEMP","blood; to bleed; menstruate ","7205"
"daRaq","PSHWNG","blood; to bleed; menstruate ","7205"
"daRat","PMP","littoral sea, sea near the shore ","6503"
"daRat","PWMP","littoral sea, sea near the shore ","6503"
"daRat","PCEMP","littoral sea, sea near the shore ","6503"
"daRat","PCMP","littoral sea, sea near the shore ","6503"
"daRat","PEMP","littoral sea, sea near the shore ","6503"
"daRayaʔ","PWMP","teem, swarm ","2199"
"daRehuŋ","PWMP","deep booming sound ","11177"
"daReq","PAN","soil, probably clay ","2200"
"daReq","PMP","soil, probably clay ","2200"
"daReq","PWMP","soil, probably clay ","2200"
"daReq","PCEMP","soil, probably clay ","2200"
"daReq","PCMP","soil, probably clay ","2200"
"daReq","PEMP","soil, probably clay ","2200"
"daReq","POC","soil, probably clay ","2200"
"daRi","PMP","a fish: Scomberoides sp. ","2201"
"daRi","PWMP","a fish: Scomberoides sp. ","2201"
"daRi","PCEMP","a fish: Scomberoides sp. ","2201"
"daRi","PEMP","a fish: Scomberoides sp. ","2201"
"daRi","POC","a fish: Scomberoides sp. ","2201"
"daRiŋ","PAN","groan, moan ","2202"
"daRiŋ","PMP","groan, moan ","2202"
"daRiŋ","PWMP","groan, moan ","2202"
"daRiq","PAN","soil, probably clay ","8900"
"da(ŋ)sek","PWMP","crowd, push together ","2214"
"das(e)qaR","PPH","food laid out for a feast ","12188"
"daSdaS","PAN","chest (anat.) ","2203"
"daSdaS","PMP","chest (anat.) ","2203"
"dataR","PAN","flat, flat or level land ","7564"
"dataR","PMP","flat, flat or level land ","7564"
"dataR","PWMP","flat, flat or level land ","7564"
"dataR","PCEMP","flat, flat or level land ","7564"
"dataR","PCMP","flat, flat or level land ","7564"
"dataR","PEMP","flat, flat or level land ","7564"
"dateŋ","PMP","to arrive, reach a place ","7986"
"dateŋ","PWMP","to arrive, reach a place ","7986"
"dateŋ","PCEMP","to arrive, reach a place ","7986"
"dateŋ","PCMP","to arrive, reach a place ","7986"
"dateŋ-an","PWMP","(gloss uncertain) ","7990"
"dateŋ-en","PWMP","(gloss uncertain) ","7991"
"datu","PMP","lineage priest (?) ","6857"
"datu","PWMP","lineage priest (?) ","6857"
"datu","PCEMP","lineage priest (?) ","6857"
"datu","PCMP","lineage priest (?) ","6857"
"datu","PEMP","lineage priest (?) ","6857"
"datu","POC","lineage priest (?) ","6857"
"daun","PCEMP","leaf; head hair; classifier used in counting certain types of objects ","6924"
"daun","PCMP","leaf; head hair; classifier used in counting certain types of objects ","6924"
"daup","PPH","to cover, covering ","12189"
"daup","PPH","to bring the hands together ","12190"
"dawak","PWMP","curing ritual conducted by a medium in trance ","2204"
"dawat-en","PPH","to receive, accept ","12012"
"dawdaw","PPH","kind of marine snail ","3521"
"dawiN","PAN","far ","6634"
"daya","PAN","upriver, toward the interior ","7210"
"daya","PMP","upriver, toward the interior ","7210"
"daya","PWMP","upriver, toward the interior ","7210"
"daya","PCEMP","upriver, toward the interior ","7210"
"daya","PCMP","upriver, toward the interior ","7210"
"daya","PEMP","upriver, toward the interior ","7210"
"dayket","PPH","sticky, glutinous, adhesive ","12013"
"dág(e)saq","PPH","to wash ashore, as driftwood ","12270"
"dágus","PPH","continue on with doing something, do immediately, without hesitation ","10657"
"dápat","PPH","to place in contact with one another, come in contact, space closely ","8076"
"dápat","PPH","to treat with medicine ","12273"
"dáwat","PPH","to receive; to ask for ","12010"
"dáyaw","PPH","to praise someone ","11979"
"dáyu","PPH","stranger, foreigner; guest ","11980"
"debak","PWMP","pound, thud ","2215"
"debdeb","PAN","chest ","2216"
"debdeb","PMP","chest ","2216"
"debdeb","PWMP","chest ","2216"
"debek","PMP","smack against ","2217"
"debek","PWMP","smack against ","2217"
"debek","PCEMP","smack against ","2217"
"debek","PCMP","smack against ","2217"
"dedap","PMP","a tree: Erythrina spp. ","2218"
"dedap","PWMP","a tree: Erythrina spp. ","2218"
"dedap","PCEMP","a tree: Erythrina spp. ","2218"
"dedap","PCMP","a tree: Erythrina spp. ","2218"
"dedap","PEMP","a tree: Erythrina spp. ","2218"
"dedap","PSHWNG","a tree: Erythrina spp. ","2218"
"denden","PPH","to move aside; make room for, as by moving a little ","12083"
"degaq","PWMP","clatter of a stick poking around in something ","2219"
"de(ŋ)guk","PMP","deep throaty sound ","2244"
"de(ŋ)guk","PWMP","deep throaty sound ","2244"
"de(ŋ)guk","PCEMP","deep throaty sound ","2244"
"de(ŋ)guk","PCMP","deep throaty sound ","2244"
"deguʔ","PWMP","sound of swishing water ","2220"
"dekak","PWMP","shriek, as of laughter ","2221"
"dekdek","PMP","pulverize, crush by pounding ","6504"
"dekdek","PWMP","pulverize, crush by pounding ","6504"
"dekeC","PAN","paste, adhesive (probably made of overcooked rice) ","8087"
"dekep","PWMP","embrace ","2222"
"deket deket","PWMP","(gloss uncertain) ","8095"
"deket","PMP","paste, adhesive (probably made of overcooked rice) ","8088"
"deket","PWMP","paste, adhesive (probably made of overcooked rice) ","8088"
"deket","PCEMP","paste, adhesive (probably made of overcooked rice) ","8088"
"deket","PCMP","paste, adhesive (probably made of overcooked rice) ","8088"
"deket","PWMP","ignite, set aflame ","8096"
"deket","PPH","blackened, as the teeth with betel stains ","12105"
"deket-en","PWMP","be stuck to by something ","8094"
"dekiŋ","PAN","to bark, of a deer ","2223"
"dekiŋ","PMP","to bark, of a deer ","2223"
"dekiŋ","PWMP","to bark, of a deer ","2223"
"de(ŋ)kit","PMP","touching or joined along the length ","2245"
"de(ŋ)kit","PWMP","touching or joined along the length ","2245"
"de(ŋ)kit","PCEMP","touching or joined along the length ","2245"
"de(ŋ)kit","PCMP","touching or joined along the length ","2245"
"dekuk","PMP","bow, bend downward ","2224"
"dekuk","PWMP","bow, bend downward ","2224"
"dekuk","PCEMP","bow, bend downward ","2224"
"dekuk","PCMP","bow, bend downward ","2224"
"dekuk","PEMP","bow, bend downward ","2224"
"dekuŋ","PMP","to bend over ","12014"
"dekuŋ","PWMP","to bend over ","12014"
"dekuŋ","PCEMP","to bend over ","12014"
"dekuŋ","PEMP","to bend over ","12014"
"delek","PWMP","thunder ","8082"
"delem","PMP","dark of the moon, moonless night ","11981"
"delem","PWMP","dark of the moon, moonless night ","11981"
"delem","PCEMP","dark of the moon, moonless night ","11981"
"delem","PEMP","dark of the moon, moonless night ","11981"
"delep","PMP","submerge, sink ","2225"
"delep","PWMP","submerge, sink ","2225"
"delep","PCEMP","submerge, sink ","2225"
"delep","PCMP","submerge, sink ","2225"
"deles","PAN","bowstring ","2226"
"deles","PMP","bowstring ","2226"
"deles","PWMP","bowstring ","2226"
"deles","PCEMP","bowstring ","2226"
"deles","PEMP","bowstring ","2226"
"demdem","PAN","brood, hold a grudge, remember, keep still ","2227"
"demdem","PMP","brood, hold a grudge, remember, keep still ","2227"
"demdem","PWMP","brood, hold a grudge, remember, keep still ","2227"
"demdem","PCEMP","brood, hold a grudge, remember, keep still ","2227"
"demdem","PEMP","brood, hold a grudge, remember, keep still ","2227"
"demdem","PAN","gloom, darkness; dark, overcast, gloomy ","7567"
"demdem","PMP","gloom, darkness; dark, overcast, gloomy ","7567"
"demdem","PWMP","gloom, darkness; dark, overcast, gloomy ","7567"
"demdem","PCEMP","gloom, darkness; dark, overcast, gloomy ","7567"
"demdem","PCMP","gloom, darkness; dark, overcast, gloomy ","7567"
"demdem","PEMP","gloom, darkness; dark, overcast, gloomy ","7567"
"demdem","PSHWNG","gloom, darkness; dark, overcast, gloomy ","7567"
"denet","PPH","to touch, come in contact with ","11150"
"deŋan","PMP","with, in conjunction with; companion ","6895"
"deŋan","PWMP","with, in conjunction with; companion ","6895"
"deŋan","PCEMP","with, in conjunction with; companion ","6895"
"deŋan","PEMP","with, in conjunction with; companion ","6895"
"deŋdeŋ","PPH","to cook vegetables ","11092"
"deŋdeŋ","PAN","thunder; roaring or thunderous sound ","12084"
"deŋdeŋ","PMP","thunder; roaring or thunderous sound ","12084"
"deŋdeŋ","PWMP","thunder; roaring or thunderous sound ","12084"
"deŋen","PWMP","with, in conjunction with; companion ","6899"
"deŋeR","PAN","to hear; sound ","8248"
"deŋeR","PMP","to hear, listen; obey; hear about; news; fame, famous; to feel, perceive through any sense other than sight ","8249"
"deŋeR","PWMP","to hear, listen; obey; hear about; news; fame, famous; to feel, perceive through any sense other than sight ","8249"
"deŋeR","PCEMP","to hear, listen; obey; hear about; news; fame, famous; to feel, perceive through any sense other than sight ","8249"
"deŋeR","PCMP","to hear, listen; obey; hear about; news; fame, famous; to feel, perceive through any sense other than sight ","8249"
"deŋeR","PEMP","to hear, listen; obey; hear about; news; fame, famous; to feel, perceive through any sense other than sight ","8249"
"deŋeR","PSHWNG","to hear, listen; obey; hear about; news; fame, famous; to feel, perceive through any sense other than sight ","8249"
"deŋeR-en","PPH","to listen to ","8262"
"deŋut","PWMP","restless, impatient, annoyed ","2243"
"de(m)paD","PWMP","flat and wide ","2241"
"depa-en","PWMP","to measure by fathoms ","7754"
"depah","PAN","fathom ","7748"
"depah","PMP","fathom ","7748"
"depah","PWMP","fathom ","7748"
"depah","PCEMP","fathom ","7748"
"depah","PCMP","fathom ","7748"
"depah","PEMP","fathom ","7748"
"depah","PSHWNG","fathom ","7748"
"depa-i","PWMP","to measure by fathoms ","7755"
"depdep","PMP","tree with dense clusters of red flowers, the Indian coral tree, Erythrina indica ","8882"
"depdep","PWMP","tree with dense clusters of red flowers, the Indian coral tree, Erythrina indica ","8882"
"depdep","PCEMP","tree with dense clusters of red flowers, the Indian coral tree, Erythrina indica ","8882"
"depdep","PCMP","tree with dense clusters of red flowers, the Indian coral tree, Erythrina indica ","8882"
"depen","PMP","mat ","2228"
"depen","PWMP","mat ","2228"
"depen","PCEMP","mat ","2228"
"depen","PCMP","mat ","2228"
"depuk","PMP","snap, crack ","2229"
"depuk","PWMP","snap, crack ","2229"
"depuk","PCEMP","snap, crack ","2229"
"depuk","PCMP","snap, crack ","2229"
"de(m)pul","PMP","dull, blunt ","2242"
"de(m)pul","PWMP","dull, blunt ","2242"
"de(m)pul","PCEMP","dull, blunt ","2242"
"de(m)pul","PCMP","dull, blunt ","2242"
"depuŋ","PAN","venomous snake ","2230"
"depuŋ","PMP","venomous snake ","2230"
"depuŋ","PWMP","venomous snake ","2230"
"deruŋ","PAN","deep booming sound ","2237"
"deruŋ","PMP","deep booming sound ","2237"
"deruŋ","PWMP","deep booming sound ","2237"
"deRaŋ","PWMP","red ","2231"
"deRas","PMP","hasten ","12016"
"deRas","PWMP","hasten ","12016"
"deRas","PCEMP","hasten ","12016"
"deRas","PEMP","hasten ","12016"
"deRdeR","PAN","thunder ","2232"
"deRdeR","PMP","thunder ","2232"
"deRdeR","PWMP","thunder ","2232"
"deReŋ","PMP","sound of groaning, moaning, roaring, etc. ","2235"
"deReŋ","PWMP","sound of groaning, moaning, roaring, etc. ","2235"
"deReŋ","PCEMP","sound of groaning, moaning, roaring, etc. ","2235"
"deReŋ","PEMP","sound of groaning, moaning, roaring, etc. ","2235"
"deRep","PWMP","communal help ","2233"
"deR(e)qas","PPH","second pounding of rice ","12018"
"deRes","PMP","swiftly flowing, of water; heavy, of rain ","2234"
"deRes","PWMP","swiftly flowing, of water; heavy, of rain ","2234"
"deRes","PCEMP","swiftly flowing, of water; heavy, of rain ","2234"
"deRes","PEMP","swiftly flowing, of water; heavy, of rain ","2234"
"deRiŋ","PWMP","to ring, buzz, etc. ","2236"
"deRu","PWMP","roll of thunder ","7756"
"deRuŋ","PAN","distant rolling thunder ","2238"
"deRuŋ","PMP","distant rolling thunder ","2238"
"deRuŋ","PWMP","distant rolling thunder ","2238"
"deRuŋ","PMP","a tree: Trema orientalis ","2239"
"deRuŋ","PWMP","a tree: Trema orientalis ","2239"
"deRuŋ","PCEMP","a tree: Trema orientalis ","2239"
"deRuŋ","PCMP","a tree: Trema orientalis ","2239"
"desdes","PPH","push down, trample down, as vegetation ","7327"
"desdes","PPH","to rub, rub together ","7328"
"desek","PWMP","to press down, press together ","12242"
"desuR","PWMP","onom. for dull sound ","2240"
"detdet","PWMP","packed tightly together ","7329"
"dədək","PCEMP","pound ","12065"
"dədək","PCMP","pound ","12065"
"-di","PMP","3p deixis and spatial reference: that, there (distant?) ","2259"
"-di","PWMP","3p deixis and spatial reference: that, there (distant?) ","2259"
"-di","PCEMP","3p deixis and spatial reference: that, there (distant?) ","2259"
"-di","PCMP","3p deixis and spatial reference: that, there (distant?) ","2259"
"di","PAN","locative case marker (probably for singular personal names; cf. *da, *du) ","8796"
"di","PMP","locative case marker (probably for singular personal names; cf. *da, *du) ","8796"
"di","PWMP","locative case marker (probably for singular personal names; cf. *da, *du) ","8796"
"di hipaR","PWMP","on the opposite side (esp. of a river) ","5296"
"di qulu","PMP","upstream; before ","4677"
"di qulu","PWMP","upstream; before ","4677"
"di qulu","PCEMP","upstream; before ","4677"
"di qulu","PCMP","upstream; before ","4677"
"dian","PMP","no, not ","2246"
"dian","PWMP","no, not ","2246"
"dian","PCEMP","no, not ","2246"
"dian","PCMP","no, not ","2246"
"di-baliw","PPH","on the opposite side ","12311"
"di-daya","PWMP","above, in the interior ","7212"
"dindiŋ","PCMP","wall; wall in, screen off ","6468"
"didis","PWMP","kind of civet cat ","2247"
"di-ieq","PWMP","here ","2822"
"dikeC","PAN","sticky, adhesive ","2248"
"dik(e)lém","PPH","dark, obscure, cloudy ","11413"
"diket","PMP","sticky, adhesive ","12072"
"diket","PWMP","sticky, adhesive ","12072"
"diket","PCEMP","sticky, adhesive ","12072"
"diket","PCMP","sticky, adhesive ","12072"
"dikén","PPH","pad placed under cooking pots, loads to carry on the head, etc. ","3494"
"dikit","PAN","little, few, small in amount ","2249"
"dikit","PMP","little, few, small in amount ","2249"
"dikit","PWMP","little, few, small in amount ","2249"
"dikit","PCEMP","little, few, small in amount ","2249"
"dikit","PEMP","little, few, small in amount ","2249"
"diŋkit","PWMP","touching or joined along the length ","2266"
"dikit dikit","PWMP","little by little ","2250"
"di-laki","PWMP","male, man ","7866"
"dilam","PPH","to stick out the tongue ","12278"
"dilap","PMP","sparkle, shine ","2251"
"dilap","PWMP","sparkle, shine ","2251"
"dilap","PCEMP","sparkle, shine ","2251"
"dilap","PCMP","sparkle, shine ","2251"
"dilap","PWMP","to lick ","8097"
"dilaq ni buqaya","PWMP","plant sp. (lit. ""crocodile tongue"") ","2253"
"dilaq","PAN","to lick ","7129"
"dilaq","PMP","tongue; tongue of tongue-and-groove joint in carpentry ","7130"
"dilaq","PWMP","tongue; tongue of tongue-and-groove joint in carpentry ","7130"
"dilaq-dilaq","PWMP","plant sp. (?) ","12073"
"dilat","PWMP","to lick ","8098"
"diláw","PPH","turmeric; yellow ","12134"
"dilep","PMP","flash, sparkle, shine ","2254"
"dilep","PWMP","flash, sparkle, shine ","2254"
"dilep","PCEMP","flash, sparkle, shine ","2254"
"dilep","PCMP","flash, sparkle, shine ","2254"
"dilep","PEMP","flash, sparkle, shine ","2254"
"dilis","PPH","long-jawed anchovy ","12135"
"d<in>aŋdaŋ","PWMP","(what) was warmed by a fire ","6968"
"di-ni","PAN","here ","3678"
"di-ni","PMP","here ","3678"
"di-ni","PWMP","here ","3678"
"diNaŋ","PAN","rust ","7117"
"diŋa","PMP","to hear, listen ","2264"
"diŋa","PWMP","to hear, listen ","2264"
"diŋa","PCEMP","to hear, listen ","2264"
"diŋa","PCMP","to hear, listen ","2264"
"diŋan","PWMP","friend, companion ","2263"
"diŋdiŋ","PMP","wall of a house; partition off ","6467"
"diŋdiŋ","PWMP","wall of a house; partition off ","6467"
"diŋdiŋ","PCEMP","wall of a house; partition off ","6467"
"diŋdiŋ","PEMP","wall of a house; partition off ","6467"
"diŋdiŋ","PMP","cold ","11769"
"diŋdiŋ","PWMP","cold ","11769"
"diŋdiŋ","PCEMP","cold ","11769"
"diŋdiŋ","PEMP","cold ","11769"
"diŋdiŋ","PSHWNG","cold ","11769"
"diŋeR","PMP","hear ","2265"
"diŋeR","PWMP","hear ","2265"
"diŋeR","PCEMP","hear ","2265"
"diŋeR","PCMP","hear ","2265"
"diŋin","PMP","cold ","11577"
"diŋin","PWMP","cold ","11577"
"diŋin","PCEMP","cold ","11577"
"diŋin","PCMP","cold ","11577"
"diq","PPH","particle of negation ","3852"
"diqaq","PMP","good ","2255"
"diqaq","PWMP","good ","2255"
"diqaq","PCEMP","good ","2255"
"diqaq","PCMP","good ","2255"
"diqaq","PEMP","good ","2255"
"diqaq","POC","good ","2255"
"diqdiq","PMP","to bubble, as liquid that is starting to boil; to boil, of water ","8757"
"diqdiq","PWMP","to bubble, as liquid that is starting to boil; to boil, of water ","8757"
"diqdiq","PCEMP","to bubble, as liquid that is starting to boil; to boil, of water ","8757"
"diqdiq","PEMP","to bubble, as liquid that is starting to boil; to boil, of water ","8757"
"diq(e)pit","PWMP","join, fasten together, probably lengthwise ","2267"
"diRi","PAN","to stand ","7383"
"diRi","PMP","to stand ","7383"
"diRi","PWMP","to stand ","7383"
"diRi","PCEMP","to stand ","7383"
"diRi","PCMP","to stand ","7383"
"diRus","PAN","bathe ","7330"
"diRus","PMP","bathe ","7330"
"diRus","PWMP","bathe ","7330"
"diRus","PCEMP","bathe ","7330"
"diRus","PCMP","bathe ","7330"
"diRus","PEMP","bathe ","7330"
"disdis","PAN","cut, slice ","2256"
"disdis","PMP","cut, slice ","2256"
"disdis","PWMP","cut, slice ","2256"
"disdis","PCEMP","cut, slice ","2256"
"disúl","PPH","kind of herb with medicinal value ","12191"
"ditaq","PMP","a tree: Alstonia scholaris ","2257"
"ditaq","PWMP","a tree: Alstonia scholaris ","2257"
"ditaq","PCEMP","a tree: Alstonia scholaris ","2257"
"ditaq","PCMP","a tree: Alstonia scholaris ","2257"
"ditaq","PPH","snake venom; plant poison used on tips of arrows ","8306"
"diteq","PAN","sticky substance ","2258"
"diteq","PMP","sticky substance ","2258"
"diteq","PCEMP","sticky substance ","2258"
"diteq","PCMP","sticky substance ","2258"
"di-tu","PWMP","there (2p) ","2171"
"dodok","PCMP","to pierce, stab ","7729"
"drali","POC","slitgong ","8463"
"draRaq","POC","blood ","7206"
"drolom","POC","dark ","12067"
"droŋan","POC","with, in conjunction with; companion ","6896"
"druru","POC","owl ","6933"
"du","PWMP","locative case marker for common nouns (cf. *da, *di) ","8799"
"dua","PAN","over there, yonder ","7323"
"dua-dua","PCEMP","two by two, two at a time; two each ","7911"
"dua-dua","PCMP","two by two, two at a time; two each ","7911"
"dua-dua","PEMP","two by two, two at a time; two each ","7911"
"dudu","PMP","thunder ","2269"
"dudu","PWMP","thunder ","2269"
"dudu","PCEMP","thunder ","2269"
"dudu","PCMP","thunder ","2269"
"du-duha","PMP","(gloss uncertain) ","7880"
"du-duha","PWMP","(gloss uncertain) ","7880"
"dúdun","PPH","grasshopper, locust ","2285"
"duduq","PWMP","breast ","2268"
"du-duSa","PAN","(gloss uncertain) ","7879"
"duduy","PPH","term of endearment for a little boy ","12294"
"dug(e)mún","PPH","lair of a wild pig for giving birth ","12161"
"duha","PMP","two ","7875"
"duha","PWMP","two ","7875"
"duha","PCEMP","two ","7875"
"duha","PCMP","two ","7875"
"duha","PEMP","two ","7875"
"duha","PSHWNG","two ","7875"
"duha duha","PMP","two by two, two at a time; two each; both ","7910"
"duha duha","PWMP","two by two, two at a time; two each; both ","7910"
"duha duha","PMP","doubt, hesitation, uncertainty; to doubt, hesitate, be of two minds ","7913"
"duha duha","PWMP","doubt, hesitation, uncertainty; to doubt, hesitate, be of two minds ","7913"
"duha-an","PWMP","(gloss uncertain) ","7905"
"duha-en","PMP","be divided into two ","7907"
"duha-en","PWMP","be divided into two ","7907"
"duha-i","PWMP","share the possession of something with someone else; co-wife (?) ","7908"
"dukduk","PAN","ginger ","6708"
"dukduk","PPH","to pound repeatedly, crush ","11982"
"duŋkuk","PMP","hunched over ","2283"
"duŋkuk","PWMP","hunched over ","2283"
"duŋkuk","PCEMP","hunched over ","2283"
"duŋkuk","PCMP","hunched over ","2283"
"du(ŋ)kuŋ","PAN","bend, curve ","2284"
"du(ŋ)kuŋ","PMP","bend, curve ","2284"
"du(ŋ)kuŋ","PWMP","bend, curve ","2284"
"dukuq","PMP","bend over, stoop ","9350"
"dukuq","PWMP","bend over, stoop ","9350"
"dukuq","PCEMP","bend over, stoop ","9350"
"dukuq","PEMP","bend over, stoop ","9350"
"dukut","PWMP","lonely ","2270"
"dukut","PMP","grass ","8099"
"dukut","PWMP","grass ","8099"
"dukut","PCEMP","grass ","8099"
"dukut","PCMP","grass ","8099"
"dukut-en","PWMP","be overgrown with grass or weeds ","8100"
"dulaŋ","PPH","tray or low table ","12106"
"dulaq","PMP","saliva; to spit ","7992"
"dulaq","PWMP","saliva; to spit ","7992"
"dulaq","PCEMP","saliva; to spit ","7992"
"dulaq","PCMP","saliva; to spit ","7992"
"dulaw","PPH","yellow, yellowish-brown, as dry leaves ","12136"
"duldúl","PPH","to force, achieve by force ","8526"
"dulem","PPH","darkening, obscuring of light ","12295"
"dulit","PWMP","stick, adhere ","2272"
"dulit","PPH","smudge, dirty spot ","12315"
"duluk","PPH","to clean up a swidden after burning ","12296"
"duluŋ","PWMP","prow of a canoe ","11623"
"duluR","PWMP","accompany, go together with ","2273"
"duma","PAN","someone; other people; be different ","7685"
"duma","PMP","someone; other people; be different ","7685"
"duma","PWMP","someone; other people; be different ","7685"
"d<um>akep","PAN","to catch, capture; embrace ","7079"
"d<um>akep","PMP","to catch, capture; embrace ","7079"
"d<um>akep","PWMP","to catch, capture; embrace ","7079"
"d<um>akiS","PAN","climb, ascend ","6613"
"d<um>apuR","PPH","(gloss uncertain) ","8045"
"d<um>aRa","PWMP","in one’s maidenhood ","8086"
"d<um>ateŋ","PWMP","to arrive ","7988"
"d<um>ayuq","PPH","to distance oneself, move far off ","11100"
"d<um>eket","PWMP","to stick to something, adhere ","8093"
"d<um>eŋeR","PWMP","to hear ","8261"
"d<um>epa","PWMP","to span with outstretched arms, measure in fathoms ","7753"
"d<um>ilaq","PAN","to lick ","7131"
"d<um>ilaq","PMP","to lick (?) ","7132"
"d<um>ilaq","PWMP","to lick (?) ","7132"
"d<um>uhá","PPH","(gloss uncertain) ","7904"
"dumul","PWMP","touch with the lips (?) ","6740"
"duniq","PWMP","rainbow ","11475"
"dunuŋ","PPH","knowledge, skill, intelligence ","12019"
"duŋduŋ","PMP","sheltered, as from wind, rain, or sun ","2282"
"duŋduŋ","PWMP","sheltered, as from wind, rain, or sun ","2282"
"duŋduŋ","PCEMP","sheltered, as from wind, rain, or sun ","2282"
"duŋduŋ","PEMP","sheltered, as from wind, rain, or sun ","2282"
"duŋun","PWMP","a shore tree: Heritiera littoralis ","11103"
"duŋus","PPH","snout, nose ","12306"
"dumpul","PMP","dull, blunt ","2274"
"dumpul","PWMP","dull, blunt ","2274"
"dumpul","PCEMP","dull, blunt ","2274"
"dumpul","PCMP","dull, blunt ","2274"
"dura","PWMP","to shy away, of animals ","2275"
"durus","PWMP","slide down ","2277"
"duRduR","PWMP","thunder ","2276"
"duRi","PAN","thorn ","6825"
"duRi","PMP","thorn, splinter, fish bone ","6826"
"duRi","PWMP","thorn, splinter, fish bone ","6826"
"duRi","PCEMP","thorn, splinter, fish bone ","6826"
"duRi","PCMP","thorn, splinter, fish bone ","6826"
"duRi","PEMP","thorn, splinter, fish bone ","6826"
"duRi-an","PWMP","a tree and its fruit, the durian: Durio zibethinus ","12079"
"dusuk","PMP","enter, penetrate ","2278"
"dusuk","PWMP","enter, penetrate ","2278"
"dusuk","PCEMP","enter, penetrate ","2278"
"dusuk","PCMP","enter, penetrate ","2278"
"duSa","PAN","two ","7874"
"duSa duSa","PAN","two by two, two at a time; two each ","7909"
"duSa-en","PAN","be divided into two ","7906"
"dutdut","PMP","pluck, pull out ","2280"
"dutdut","PWMP","pluck, pull out ","2280"
"dutdut","PCEMP","pluck, pull out ","2280"
"dutdut","PEMP","pluck, pull out ","2280"
"duyuŋ","PWMP","sloping, bent downward ","2281"
"duyuŋ","PMP","dugong ","7686"
"duyuŋ","PWMP","dugong ","7686"
"duyuR","PPH","coconut shell receptacle for food or water ","12307"
"dúhul","PPH","to hand something to someone ","12192"
"dúkut","PPH","to draw out; to pickpocket someone ","9961"
"dúlis","PPH","shooting star, meteor ","12137"
"dúlit","PPH","shooting star, meteor ","12138"
"dúyan","PPH","swinging cradle for an infant ","9132"
"e","POC","numeral prefix ","2431"
"embaq","PWMP","bring, take along ","2327"
"embaw","PWMP","high, on top ","2328"
"ebeb","PPH","to sit on eggs, of a hen ","12141"
"embej","PWMP","bind the waist; band around the waist ","2329"
"ebek","PWMP","thudding sound ","2286"
"embeŋ","PMP","a dam; to dam a stream ","2331"
"embeŋ","PWMP","a dam; to dam a stream ","2331"
"embeŋ","PCEMP","a dam; to dam a stream ","2331"
"embeŋ","PCMP","a dam; to dam a stream ","2331"
"embeŋ","PEMP","a dam; to dam a stream ","2331"
"embet","PWMP","bind the middle ","2330"
"e boŋi","POC","it is getting dark, night is coming on ","996"
"ebuk","PMP","dust, powder ","2287"
"ebuk","PWMP","dust, powder ","2287"
"ebuk","PCEMP","dust, powder ","2287"
"ebuk","PCMP","dust, powder ","2287"
"ebun","PMP","heap, pile, swarm, flock; to swarm, assemble, gather ","2288"
"ebun","PWMP","heap, pile, swarm, flock; to swarm, assemble, gather ","2288"
"ebun","PCEMP","heap, pile, swarm, flock; to swarm, assemble, gather ","2288"
"ebun","PEMP","heap, pile, swarm, flock; to swarm, assemble, gather ","2288"
"ebuq","PWMP","gut a fish, eviscerate ","2290"
"ebuR","PMP","sow, strew, scatter ","2291"
"ebuR","PWMP","sow, strew, scatter ","2291"
"ebuR","PCEMP","sow, strew, scatter ","2291"
"ebuR","PCMP","sow, strew, scatter ","2291"
"ebus","PWMP","finished, gone ","2292"
"embut","PWMP","to pound, of the pulse ","2333"
"embut-embut","PWMP","fontanel ","2334"
"enda","PWMP","no, not ","12140"
"edaŋ","PWMP","light, radiance; shine ","2293"
"endaŋ","PWMP","stop, come to a stop ","2357"
"endaŋ endaŋ","PWMP","periodically stopping ","2358"
"edaq","PMP","vetative; don't ","2294"
"edaq","PWMP","vetative; don't ","2294"
"edaq","PCEMP","vetative; don't ","2294"
"edaq","PCMP","vetative; don't ","2294"
"edeg","PWMP","back (of humans or animals) ","2295"
"edem","PWMP","overcast; dull lustre ","2296"
"edem","PAN","soak, dye ","2298"
"edem","PMP","soak, dye ","2298"
"edem","PWMP","soak, dye ","2298"
